FLOWNAME;JOBNAME;NONSTANDART_JOB;TRANSFORMNAME;TRANSFORMORDER;SOURCETABLENAMEFULL;SOURCECOLUMNNAMEFULL;SRC_CLMN_TYPE;SRC_CLMN_LENGHT;TARGETTABLENAMEFULL;TARGETCOLUMNNAMEFULL;TRG_CLMN_TYPE;TRG_CLMN_LENGHT;COLUMNTRANSFORM;STOREDTEXT
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.IRB_INPUT_METHOD_CD;C;7;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.IRB_INPUT_METHOD_CD;C;7;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.IRB_SRC_TRANSACTION_ID;N;8;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.IRB_SRC_TRANSACTION_ID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.DEBIT_CREDIT_CD;C;1;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.DEBIT_CREDIT_CD;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.GL_ACCOUNT_RK;N;8;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.GL_ACCOUNT_RK;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.IRB_EVENT_TYPE_TXT;C;20;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.IRB_EVENT_TYPE_TXT;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.TRANSACTION_AMT;N;8;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.TRANSACTION_AMT;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.GL_ACCOUNT_NUMBER;C;20;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.GL_ACCOUNT_NUMBER;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.IRB_PAYMENT_REFERENCE_TXT;C;20;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.IRB_PAYMENT_REFERENCE_TXT;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.MEMORIAL_ORDER_ID;C;14;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.MEMORIAL_ORDER_ID;C;14;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"281_65_99_Commit_BGL_GL_Account_Transaction_Merge";1;Обновить DDS;12;DWH_DDS.GL_ACCOUNT_TRANSACTION;DWH_DDS.GL_ACCOUNT_TRANSACTION.TRANSACTION_LCY_AMT;N;8;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL;DWH_DDS.GL_ACCOUNT_TRANSACTION_JRNL.TRANSACTION_LCY_AMT;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_23E_1;C;50;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_23E_1;C;50;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_BNFCRY_BANK_CNTRY_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_BNFCRY_BANK_CNTRY_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.BRANCH_COUNTERPARTY_RK;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.BRANCH_COUNTERPARTY_RK;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_AUTH_SND_USR_LOGIN;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_AUTH_SND_USR_LOGIN;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PMNT_TAX_STATUS_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PMNT_TAX_STATUS_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.PAYER_VALUE_DT;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.PAYER_VALUE_DT;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_53A_6;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_53A_6;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_71F3_2;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_71F3_2;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_INTERMEDIARY_CNTRY_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_INTERMEDIARY_CNTRY_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PMNT_ELCTRNC_DCMNT_FLG;C;1;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PMNT_ELCTRNC_DCMNT_FLG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_57A_2;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_57A_2;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_59A_3;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_59A_3;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PMNT_PART_REST_AMT;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PMNT_PART_REST_AMT;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PMNT_RECURRENT_ID;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PMNT_RECURRENT_ID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_51A_2;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_51A_2;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_20;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_20;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PMNT_TAX_TYPE;C;32;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PMNT_TAX_TYPE;C;32;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_DUMMY_TYPE_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_DUMMY_TYPE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_RECIPIENT_LCY_AMT;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_RECIPIENT_LCY_AMT;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.PAYER_AMT;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.PAYER_AMT;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_72_4;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_72_4;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PAYMENT_NUMBER;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PAYMENT_NUMBER;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.RECIPIENT_IRB_ACCOUNT_RK;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.RECIPIENT_IRB_ACCOUNT_RK;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_53A_4;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_53A_4;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_DOCUMENT_ID;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_DOCUMENT_ID;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PMNT_RATE;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PMNT_RATE;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_58A_3;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_58A_3;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.RECIPIENT_KPP;C;9;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.RECIPIENT_KPP;C;9;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_71A;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_71A;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.DOCUMENT_DT;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.DOCUMENT_DT;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_54A_6;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_54A_6;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_57A_3;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_57A_3;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_59A_4;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_59A_4;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PMNT_URGENT_FLG;C;1;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PMNT_URGENT_FLG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_54A_1;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_54A_1;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PAYER_BANK_INN;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PAYER_BANK_INN;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PMNT_ACCEPTANCE_AMT;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PMNT_ACCEPTANCE_AMT;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_RECIPIENT_ADDRESS;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_RECIPIENT_ADDRESS;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_53A_3;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_53A_3;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_57A_5;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_57A_5;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_71F6_2;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_71F6_2;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_DOCUMENT_TYPE_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_DOCUMENT_TYPE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_BLACKLIST_COUNTRY_FLG;C;1;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_BLACKLIST_COUNTRY_FLG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.RECIPIENT_TAX_ID;C;32;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.RECIPIENT_TAX_ID;C;32;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_PAYMENT_ID;C;32;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_PAYMENT_ID;C;32;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_LAST_MNL_MODIFICATION;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_LAST_MNL_MODIFICATION;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.RECIPIENT_CURRENCY_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.RECIPIENT_CURRENCY_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_71F4_2;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_71F4_2;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_RECIPIENT_CNTRY_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_RECIPIENT_CNTRY_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_72_6;C;255;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_72_6;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.PAYER_CURRENCY_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.PAYER_CURRENCY_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_71F2_1;N;8;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_71F2_1;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_SWIFT_71F5_2;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_SWIFT_71F5_2;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_BENEFICIARY_CNTRY_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_BENEFICIARY_CNTRY_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"285_401_1_Commit_Demmy_IRB_PAYMENT";1;Обновить DDS;1;ETL_DDS.IRB_PAYMENT_FXT_DEMMY;ETL_DDS.IRB_PAYMENT_FXT_DEMMY.IRB_CASH_FLOW_VALUE_TYPE_CD;C;3;DWH_DDS.IRB_PAYMENT;DWH_DDS.IRB_PAYMENT.IRB_CASH_FLOW_VALUE_TYPE_CD;C;3;ONETOONE;
