FLOWNAME;JOBNAME;NONSTANDART_JOB;TRANSFORMNAME;TRANSFORMORDER;SOURCETABLENAMEFULL;SOURCECOLUMNNAMEFULL;SRC_CLMN_TYPE;SRC_CLMN_LENGHT;TARGETTABLENAMEFULL;TARGETCOLUMNNAMEFULL;TRG_CLMN_TYPE;TRG_CLMN_LENGHT;COLUMNTRANSFORM;STOREDTEXT
DWHDDS_265_990_Stream_BGL_Target;"201_65_30_Stage_BGL_GL_ACT2";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT2_ARCH;ETL_STG.BGL_GL_ACT2_ARCH.SOURCE_SYSTEM_CD;C;3;WORK_STG.GL_ACT2_FULL;WORK_STG.GL_ACT2_FULL.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_30_Stage_BGL_GL_ACT2";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT2_ARCH;ETL_STG.BGL_GL_ACT2_ARCH.NAME;C;255;WORK_STG.GL_ACT2_FULL;WORK_STG.GL_ACT2_FULL.NAME;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_31_Stage_BGL_GL_ACT1";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT1_ARCH;ETL_STG.BGL_GL_ACT1_ARCH.SOURCE_SYSTEM_CD;C;3;WORK_STG.GL_ACT1_FULL;WORK_STG.GL_ACT1_FULL.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_31_Stage_BGL_GL_ACT1";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT1_ARCH;ETL_STG.BGL_GL_ACT1_ARCH.NAME;C;255;WORK_STG.GL_ACT1_FULL;WORK_STG.GL_ACT1_FULL.NAME;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_31_Stage_BGL_GL_ACT1";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT1_ARCH;ETL_STG.BGL_GL_ACT1_ARCH.SECTCODE;C;3;WORK_STG.GL_ACT1_FULL;WORK_STG.GL_ACT1_FULL.SECTCODE;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_31_Stage_BGL_GL_ACT1";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT1_ARCH;ETL_STG.BGL_GL_ACT1_ARCH.ETL_RESOURCE_ID;N;8;WORK_STG.GL_ACT1_FULL;WORK_STG.GL_ACT1_FULL.ETL_RESOURCE_ID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_32_Stage_BGL_GL_ACT4";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT4_ARCH;ETL_STG.BGL_GL_ACT4_ARCH.ETL_RESOURCE_ID;N;8;WORK_STG.GL_ACT4_FULL;WORK_STG.GL_ACT4_FULL.ETL_RESOURCE_ID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_32_Stage_BGL_GL_ACT4";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT4_ARCH;ETL_STG.BGL_GL_ACT4_ARCH.SECTCODE;C;3;WORK_STG.GL_ACT4_FULL;WORK_STG.GL_ACT4_FULL.SECTCODE;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_32_Stage_BGL_GL_ACT4";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT4_ARCH;ETL_STG.BGL_GL_ACT4_ARCH.SUBPRODCODE;C;2;WORK_STG.GL_ACT4_FULL;WORK_STG.GL_ACT4_FULL.SUBPRODCODE;C;2;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_32_Stage_BGL_GL_ACT4";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT4_ARCH;ETL_STG.BGL_GL_ACT4_ARCH.SOURCE_SYSTEM_CD;C;3;WORK_STG.GL_ACT4_FULL;WORK_STG.GL_ACT4_FULL.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_32_Stage_BGL_GL_ACT4";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT4_ARCH;ETL_STG.BGL_GL_ACT4_ARCH.NAME;C;255;WORK_STG.GL_ACT4_FULL;WORK_STG.GL_ACT4_FULL.NAME;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_32_Stage_BGL_GL_ACT4";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT4_ARCH;ETL_STG.BGL_GL_ACT4_ARCH.MODIFCODE;C;2;WORK_STG.GL_ACT4_FULL;WORK_STG.GL_ACT4_FULL.MODIFCODE;C;2;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_32_Stage_BGL_GL_ACT4";0;Получить порцию из архива;2;ETL_STG.BGL_GL_ACT4_ARCH;ETL_STG.BGL_GL_ACT4_ARCH.PRODCODE;C;2;WORK_STG.GL_ACT4_FULL;WORK_STG.GL_ACT4_FULL.PRODCODE;C;2;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.GRP1NAM;C;165;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.GRP1NAM;C;165;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ACC1;C;3;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ACC1;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ACC2;C;5;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ACC2;C;5;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.AREST;C;5;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.AREST;C;5;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ACC1FLG;C;1;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ACC1FLG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ACC1NAM;C;165;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ACC1NAM;C;165;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.TYPENAM;C;40;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.TYPENAM;C;40;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ETL_EXTRACT_ID;N;8;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ETL_EXTRACT_ID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ACC0;C;1;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ACC0;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.GRP1;C;3;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.GRP1;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ACC2NAM;C;165;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ACC2NAM;C;165;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ETL_AVAILABLE_DTTM;N;8;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ETL_AVAILABLE_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.PSAV;C;1;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.PSAV;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.SOURCE_SYSTEM_CD;C;3;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ACC0FLG;C;1;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ACC0FLG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.TERM_ID;N;8;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.TERM_ID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ACC0NAM2;C;125;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ACC0NAM2;C;125;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.ACC0NAM1;C;40;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.ACC0NAM1;C;40;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_33_Stage_BGL_BSS_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.BGL_BSS_FULL;WORK_STG.BGL_BSS_FULL.TYPE;C;1;ETL_STG.BGL_BSS_ARCH;ETL_STG.BGL_BSS_ARCH.TYPE;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.PNAR;C;30;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.PNAR;C;30;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.PDID;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.PDID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.OTRF;C;20;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.OTRF;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.GLACID;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.GLACID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.EVTP;C;20;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.EVTP;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.ASOC;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.ASOC;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.CNUM;C;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.CNUM;C;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.CCY;C;3;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.CCY;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.ACOD;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.ACOD;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.DPMT;C;3;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.DPMT;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.ETL_EXTRACT_ID;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.ETL_EXTRACT_ID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.MO_NO;C;14;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.MO_NO;C;14;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.VALB;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.VALB;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.DLREF;C;20;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.DLREF;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.SOURCE_SYSTEM_CD;C;3;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.INVISIBLE;C;1;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.INVISIBLE;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.PSTA;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.PSTA;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.DTO;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.DTO;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.IRB_TRANREAL_DTTM;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.IRB_TRANREAL_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.BRCA;C;20;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.BRCA;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.FCHNG;C;1;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.FCHNG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.PREF;C;20;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.PREF;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.DRCR;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.DRCR;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.PSTB;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.PSTB;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.BSAACID;C;20;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.BSAACID;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.PSTARUR;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.PSTARUR;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.ACSQ;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.ACSQ;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.SPOS;C;7;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.SPOS;C;7;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.PCID;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.PCID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.etl_available_dt;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.etl_available_dt;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.PRFCNTR;C;4;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.PRFCNTR;C;4;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.EVT_ID;C;20;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.EVT_ID;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.RNARLNG;C;300;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.RNARLNG;C;300;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_50_Stage_BGL_V_GVLD_PST_ARCH";0;Многопоточное размещение выгрузки в архив;2;WORK_STG.V_GLVD_PST;WORK_STG.V_GLVD_PST.GLO_REF;N;8;ETL_STG.V_GLVD_PST_ARCH;ETL_STG.V_GLVD_PST_ARCH.GLO_REF;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_51_Stage_BGL_GL_IFXCCCTP_FULL";0;Получить порцию из архива;2;ETL_STG.BGL_GL_IFXCCCTP_ARCH;ETL_STG.BGL_GL_IFXCCCTP_ARCH.CCCTMD;N;8;WORK_STG.BGL_GL_IFXCCCTP_FULL;WORK_STG.BGL_GL_IFXCCCTP_FULL.CCCTMD;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_51_Stage_BGL_GL_IFXCCCTP_FULL";0;Получить порцию из архива;2;ETL_STG.BGL_GL_IFXCCCTP_ARCH;ETL_STG.BGL_GL_IFXCCCTP_ARCH.CCCTFC;N;8;WORK_STG.BGL_GL_IFXCCCTP_FULL;WORK_STG.BGL_GL_IFXCCCTP_FULL.CCCTFC;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_51_Stage_BGL_GL_IFXCCCTP_FULL";0;Получить порцию из архива;2;ETL_STG.BGL_GL_IFXCCCTP_ARCH;ETL_STG.BGL_GL_IFXCCCTP_ARCH.ETL_EXTRACT_ID;N;8;WORK_STG.BGL_GL_IFXCCCTP_FULL;WORK_STG.BGL_GL_IFXCCCTP_FULL.ETL_EXTRACT_ID;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_51_Stage_BGL_GL_IFXCCCTP_FULL";0;Получить порцию из архива;2;ETL_STG.BGL_GL_IFXCCCTP_ARCH;ETL_STG.BGL_GL_IFXCCCTP_ARCH.SOURCE_SYSTEM_CD;C;3;WORK_STG.BGL_GL_IFXCCCTP_FULL;WORK_STG.BGL_GL_IFXCCCTP_FULL.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_51_Stage_BGL_GL_IFXCCCTP_FULL";0;Разместить таблицу в хранилище;3;WORK_STG.BGL_GL_IFXCCCTP_FULL;WORK_STG.BGL_GL_IFXCCCTP_FULL.CCCTFC;N;8;ETL_STG.BGL_GL_IFXCCCTP_FULL;ETL_STG.BGL_GL_IFXCCCTP_FULL.CCCTFC;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_51_Stage_BGL_GL_IFXCCCTP_FULL";0;Разместить таблицу в хранилище;3;WORK_STG.BGL_GL_IFXCCCTP_FULL;WORK_STG.BGL_GL_IFXCCCTP_FULL.SOURCE_SYSTEM_CD;C;3;ETL_STG.BGL_GL_IFXCCCTP_FULL;ETL_STG.BGL_GL_IFXCCCTP_FULL.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_51_Stage_BGL_GL_IFXCCCTP_FULL";0;Разместить таблицу в хранилище;3;WORK_STG.BGL_GL_IFXCCCTP_FULL;WORK_STG.BGL_GL_IFXCCCTP_FULL.CCCTMD;N;8;ETL_STG.BGL_GL_IFXCCCTP_FULL;ETL_STG.BGL_GL_IFXCCCTP_FULL.CCCTMD;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"201_65_51_Stage_BGL_GL_IFXCCCTP_FULL";0;Разместить таблицу в хранилище;3;WORK_STG.BGL_GL_IFXCCCTP_FULL;WORK_STG.BGL_GL_IFXCCCTP_FULL.ETL_AVAILABLE_DTTM;N;8;ETL_STG.BGL_GL_IFXCCCTP_FULL;ETL_STG.BGL_GL_IFXCCCTP_FULL.ETL_AVAILABLE_DTTM;N;8;ONETOONE;
